117360,99,111,3A,3A,25,1720,1801
117360,99,118,3A,3A,16,1720,1859
117360,103,111,3A,3A,5,1738,1801
117360,82,91,2B,2B,48,1749,1883
117360,2,19,1A,1A,97,1757,1792
117360,43,46,1B,1B,15,1765,1912
117360,107,117,3A,3A,14,1780,1843
117360,169,180,4B,4B,55,1807,1880
117360,112,113,3A,3A,24,1809,1820
117360,173,177,4B,4B,21,1831,1857
117380,219,222,5B,5B,25,1443,1475
117380,221,230,5B,5B,18,1471,1592
117380,143,146,4A,4A,66,1503,1524
117380,129,132,3B,3B,64,1572,1580
117380,165,185,4B,4B,21,1632,1910
117380,27,37,1B,1B,11,1665,1687
117380,30,39,1B,1B,147,1673,1695
117380,32,36,1B,1B,115,1675,1684
117380,32,37,1B,1B,12,1675,1687
117380,32,237,1B,Teachers,21,1675,1745
117380,37,237,1B,Teachers,6,1687,1745
117380,98,117,3A,3A,88,1719,1843
117380,101,238,3A,Teachers,8,1723,1746
117380,102,107,3A,3A,43,1737,1780
117380,104,117,3A,3A,4,1741,1843
117380,104,118,3A,3A,16,1741,1859
117380,81,92,2B,2B,44,1743,1887
117380,111,118,3A,3A,63,1801,1859
117380,173,184,4B,4B,8,1831,1895
117380,117,118,3A,3A,32,1843,1859
117380,90,94,2B,2B,75,1877,1890
117400,209,231,5B,5B,7,1427,1750
117400,142,152,4A,4A,10,1500,1539
117400,144,153,4A,4A,10,1504,1545
117400,144,158,4A,4A,7,1504,1705
117400,144,162,4A,4A,16,1504,1837
117400,153,158,4A,4A,130,1545,1705
117400,164,176,4B,4B,3,1630,1847
117400,233,80,Teachers,2B,6,1650,1739
117400,233,83,Teachers,2B,53,1650,1851
117400,233,89,Teachers,2B,28,1650,1872
117400,234,162,Teachers,4A,10,1653,1837
117400,27,32,1B,1B,9,1665,1675
117400,39,47,1B,1B,66,1695,1920
117400,71,82,2B,2B,24,1702,1749
117400,73,86,2B,2B,8,1706,1858
117400,74,86,2B,2B,123,1708,1858
117400,79,82,2B,2B,4,1732,1749
117400,79,93,2B,2B,34,1732,1889
117400,82,93,2B,2B,16,1749,1889
117400,170,184,4B,4B,22,1818,1895
117400,94,96,2B,2B,111,1890,1898
117420,208,221,5B,5B,4,1426,1471
117420,218,231,5B,5B,12,1441,1750
117420,143,234,4A,Teachers,7,1503,1653
117420,149,150,4A,4A,54,1532,1533
117420,154,155,4A,4A,36,1546,1548
117420,124,139,3B,3B,85,1560,1731
117420,55,56,2A,2A,142,1625,1628
117420,233,73,Teachers,2B,7,1650,1706
117420,27,38,1B,1B,9,1665,1688
117420,33,45,1B,1B,128,1680,1908
117420,36,47,1B,1B,3,1684,1920
117420,37,38,1B,1B,3,1687,1688
117420,37,47,1B,1B,32,1687,1920
117420,38,237,1B,Teachers,66,1688,1745
117420,98,99,3A,3A,120,1719,1720
117420,98,109,3A,3A,39,1719,1795
117420,79,95,2B,2B,64,1732,1897
117420,3,8,1A,1A,38,1759,1767
117420,3,16,1A,1A,8,1759,1787
117420,177,184,4B,4B,66,1857,1895
117420,65,67,2A,2A,64,1911,1916
117440,209,220,5B,5B,53,1427,1465
117440,215,228,5B,5B,42,1435,1578
117440,222,228,5B,5B,6,1475,1578
117440,232,173,Teachers,4B,1,1521,1831
117440,147,155,4A,4A,17,1525,1548
117440,149,154,4A,4A,3,1532,1546
117440,49,241,2A,Teachers,19,1604,1852
117440,55,62,2A,2A,154,1625,1902
117440,38,47,1B,1B,4,1688,1920
117440,72,90,2B,2B,58,1704,1877
117440,77,87,2B,2B,1,1715,1861
117440,99,114,3A,3A,53,1720,1822
117440,139,141,3B,3B,29,1731,1744
117440,237,45,Teachers,1B,25,1745,1908
117440,13,16,1A,1A,3,1775,1787
117440,13,18,1A,1A,47,1775,1790
117440,180,184,4B,4B,42,1880,1895
117460,143,161,4A,4A,26,1503,1815
117460,122,131,3B,3B,59,1555,1579
117460,124,141,3B,3B,50,1560,1744
117460,129,134,3B,3B,17,1572,1685
117460,132,134,3B,3B,98,1580,1685
117460,52,70,2A,2A,8,1613,1922
117460,165,174,4B,4B,9,1632,1835
117460,234,161,Teachers,4A,1,1653,1815
117460,33,46,1B,1B,16,1680,1912
117460,36,237,1B,Teachers,18,1684,1745
117460,134,136,3B,3B,16,1685,1707
117460,41,237,1B,Teachers,120,1697,1745
117460,0,6,1A,1A,48,1711,1764
117460,237,46,Teachers,1B,73,1745,1912
117460,238,106,Teachers,3A,36,1746,1763
117460,1,3,1A,1A,7,1752,1759
117460,108,113,3A,3A,78,1782,1820
117460,166,167,4B,4B,1,1802,1803
117460,171,173,4B,4B,6,1819,1831
117460,173,185,4B,4B,12,1831,1910
117460,176,179,4B,4B,54,1847,1866
117460,64,66,2A,2A,10,1907,1913
117460,66,70,2A,2A,54,1913,1922
117480,213,214,5B,5B,5,1431,1434
117480,155,160,4A,4A,35,1548,1797
117480,120,124,3B,3B,14,1551,1560
117480,120,129,3B,3B,21,1551,1572
117480,122,132,3B,3B,18,1555,1580
117480,124,131,3B,3B,12,1560,1579
117480,131,136,3B,3B,65,1579,1707
117480,132,136,3B,3B,10,1580,1707
117480,54,57,2A,2A,274,1617,1641
117480,54,67,2A,2A,11,1617,1916
117480,26,38,1B,1B,33,1664,1688
117480,28,40,1B,1B,179,1666,1696
117480,30,37,1B,1B,24,1673,1687
117480,32,35,1B,1B,4,1675,1682
117480,42,237,1B,Teachers,59,1698,1745
117480,71,95,2B,2B,8,1702,1897
117480,73,74,2B,2B,19,1706,1708
117480,76,90,2B,2B,13,1713,1877
117480,78,85,2B,2B,46,1718,1855
117480,98,102,3A,3A,12,1719,1737
117480,98,112,3A,3A,13,1719,1809
117480,98,118,3A,3A,60,1719,1859
117480,2,17,1A,1A,96,1757,1789
117480,12,18,1A,1A,16,1774,1790
117480,178,182,4B,4B,13,1865,1888
117500,214,230,5B,5B,2,1434,1592
117500,216,223,5B,5B,13,1437,1480
117500,217,229,5B,5B,5,1439,1585
117500,223,229,5B,5B,6,1480,1585
117500,225,229,5B,5B,32,1486,1585
117500,144,145,4A,4A,85,1504,1519
117500,232,166,Teachers,4B,2,1521,1802
117500,232,185,Teachers,4B,3,1521,1910
117500,150,151,4A,4A,7,1533,1538
117500,124,129,3B,3B,70,1560,1572
117500,124,132,3B,3B,58,1560,1580
117500,125,136,3B,3B,112,1562,1707
117500,127,136,3B,3B,10,1567,1707
117500,130,136,3B,3B,129,1574,1707
117500,25,237,1B,Teachers,42,1663,1745
117500,27,44,1B,1B,62,1665,1779
117500,74,81,2B,2B,129,1708,1743
117500,74,96,2B,2B,5,1708,1898
117500,78,95,2B,2B,33,1718,1897
117500,138,139,3B,3B,66,1727,1731
117500,102,114,3A,3A,15,1737,1822
117500,102,117,3A,3A,30,1737,1843
117500,80,81,2B,2B,24,1739,1743
117500,82,95,2B,2B,4,1749,1897
117500,6,12,1A,1A,1,1764,1774
117500,12,13,1A,1A,18,1774,1775
117500,12,14,1A,1A,2,1774,1778
117500,166,173,4B,4B,7,1802,1831
117500,167,174,4B,4B,1,1803,1835
117500,172,179,4B,4B,9,1821,1866
117520,216,221,5B,5B,12,1437,1471
117520,222,226,5B,5B,21,1475,1489
117520,144,155,4A,4A,21,1504,1548
117520,127,138,3B,3B,8,1567,1727
117520,50,61,2A,2A,15,1606,1649
117520,54,69,2A,2A,5,1617,1919
117520,56,64,2A,2A,35,1628,1907
117520,24,26,1B,1B,27,1661,1664
117520,25,30,1B,1B,12,1663,1673
117520,32,38,1B,1B,100,1675,1688
117520,71,88,2B,2B,3,1702,1863
117520,0,3,1A,1A,23,1711,1759
117520,100,113,3A,3A,12,1722,1820
117520,138,141,3B,3B,13,1727,1744
117520,81,93,2B,2B,11,1743,1889
117520,43,45,1B,1B,119,1765,1908
117520,9,19,1A,1A,16,1768,1792
117520,11,12,1A,1A,11,1772,1774
117520,44,47,1B,1B,60,1779,1920
117520,19,22,1A,1A,4,1792,1799
117520,167,177,4B,4B,4,1803,1857
117520,171,185,4B,4B,5,1819,1910
117520,176,177,4B,4B,12,1847,1857
117520,89,90,2B,2B,79,1872,1877
117520,66,69,2A,2A,29,1913,1919
117540,142,150,4A,4A,17,1500,1533
117540,143,148,4A,4A,26,1503,1528
117540,155,158,4A,4A,22,1548,1705
117540,120,132,3B,3B,15,1551,1580
117540,123,131,3B,3B,83,1558,1579
117540,127,141,3B,3B,7,1567,1744
117540,57,69,2A,2A,11,1641,1919
117540,233,77,Teachers,2B,13,1650,1715
117540,28,237,1B,Teachers,19,1666,1745
117540,28,47,1B,1B,2,1666,1920
117540,40,237,1B,Teachers,13,1696,1745
117540,73,80,2B,2B,4,1706,1739
117540,0,9,1A,1A,13,1711,1768
117540,77,83,2B,2B,4,1715,1851
117540,102,238,3A,Teachers,14,1737,1746
117540,80,83,2B,2B,12,1739,1851
117540,238,112,Teachers,3A,10,1746,1809
117540,4,19,1A,1A,2,1760,1792
117540,6,9,1A,1A,20,1764,1768
117540,7,12,1A,1A,12,1766,1774
117540,17,19,1A,1A,45,1789,1792
117540,167,173,4B,4B,1,1803,1831
117540,89,94,2B,2B,31,1872,1890
117560,208,219,5B,5B,9,1426,1443
117560,211,221,5B,5B,6,1429,1471
117560,193,204,5A,5A,27,1468,1520
117560,149,234,4A,Teachers,6,1532,1653
117560,122,123,3B,3B,94,1555,1558
117560,49,70,2A,2A,71,1604,1922
117560,58,60,2A,2A,111,1643,1648
117560,41,45,1B,1B,34,1697,1908
117560,42,46,1B,1B,92,1698,1912
117560,158,160,4A,4A,39,1705,1797
117560,3,13,1A,1A,45,1759,1775
117560,7,9,1A,1A,7,1766,1768
117560,172,182,4B,4B,4,1821,1888
117560,89,96,2B,2B,13,1872,1898
117560,67,69,2A,2A,11,1916,1919
117580,215,216,5B,5B,3,1435,1437
117580,216,226,5B,5B,11,1437,1489
117580,216,240,5B,Teachers,5,1437,1824
117580,187,193,5A,5A,77,1452,1468
117580,146,150,4A,4A,1,1524,1533
117580,123,130,3B,3B,73,1558,1574
117580,49,62,2A,2A,26,1604,1902
117580,51,68,2A,2A,155,1609,1917
117580,26,30,1B,1B,3,1664,1673
117580,73,77,2B,2B,19,1706,1715
117580,78,93,2B,2B,36,1718,1889
117580,102,104,3A,3A,13,1737,1741
117580,82,88,2B,2B,102,1749,1863
117580,3,22,1A,1A,8,1759,1799
117580,4,10,1A,1A,4,1760,1770
117580,6,18,1A,1A,4,1764,1790
117580,109,111,3A,3A,14,1795,1801
117600,215,222,5B,5B,2,1435,1475
117600,219,223,5B,5B,124,1443,1480
117600,188,190,5A,5A,16,1453,1458
117600,188,200,5A,5A,34,1453,1501
117600,190,191,5A,5A,6,1458,1459
117600,190,200,5A,5A,21,1458,1501
117600,191,203,5A,5A,70,1459,1516
117600,191,205,5A,5A,33,1459,1522
117600,192,207,5A,5A,52,1461,1751
117600,193,194,5A,5A,71,1468,1477
117600,200,203,5A,5A,11,1501,1516
117600,204,205,5A,5A,9,1520,1522
117600,146,157,4A,4A,3,1524,1618
117600,124,133,3B,3B,46,1560,1594
117600,48,70,2A,2A,138,1603,1922
117600,49,55,2A,2A,23,1604,1625
117600,26,36,1B,1B,19,1664,1684
117600,26,40,1B,1B,13,1664,1696
117600,41,42,1B,1B,257,1697,1698
117600,71,81,2B,2B,5,1702,1743
117600,73,81,2B,2B,21,1706,1743
117600,104,107,3A,3A,8,1741,1780
117600,171,178,4B,4B,17,1819,1865
117600,173,180,4B,4B,13,1831,1880
117620,208,220,5B,5B,8,1426,1465
117620,186,197,5A,5A,23,1451,1493
117620,186,200,5A,5A,7,1451,1501
117620,187,198,5A,5A,13,1452,1495
117620,188,189,5A,5A,38,1453,1457
117620,190,235,5A,Teachers,51,1458,1668
117620,200,235,5A,Teachers,24,1501,1668
117620,203,205,5A,5A,31,1516,1522
117620,147,153,4A,4A,1,1525,1545
117620,125,130,3B,3B,67,1562,1574
117620,49,50,2A,2A,14,1604,1606
117620,52,63,2A,2A,8,1613,1906
117620,53,241,2A,Teachers,13,1616,1852
117620,233,84,Teachers,2B,4,1650,1854
117620,28,30,1B,1B,25,1666,1673
117620,32,39,1B,1B,47,1675,1695
117620,32,44,1B,1B,38,1675,1779
117620,35,39,1B,1B,10,1682,1695
117620,38,44,1B,1B,4,1688,1779
117620,39,42,1B,1B,5,1695,1698
117620,135,136,3B,3B,76,1700,1707
117620,236,238,Teachers,Teachers,16,1709,1746
117620,99,102,3A,3A,47,1720,1737
117620,105,117,3A,3A,12,1748,1843
117620,11,18,1A,1A,5,1772,1790
117620,11,19,1A,1A,6,1772,1792
117620,11,22,1A,1A,4,1772,1799
117640,209,227,5B,5B,37,1427,1563
117640,211,220,5B,5B,32,1429,1465
117640,192,203,5A,5A,50,1461,1516
117640,198,203,5A,5A,10,1495,1516
117640,149,156,4A,4A,42,1532,1549
117640,122,130,3B,3B,51,1555,1574
117640,125,127,3B,3B,4,1562,1567
117640,130,135,3B,3B,68,1574,1700
117640,50,53,2A,2A,95,1606,1616
117640,54,241,2A,Teachers,56,1617,1852
117640,54,65,2A,2A,69,1617,1911
117640,57,67,2A,2A,10,1641,1916
117640,25,47,1B,1B,50,1663,1920
117640,35,237,1B,Teachers,11,1682,1745
117640,81,87,2B,2B,20,1743,1861
117640,10,12,1A,1A,8,1770,1774
117640,171,184,4B,4B,6,1819,1895
117660,186,187,5A,5A,22,1451,1452
117660,189,193,5A,5A,30,1457,1468
117660,190,197,5A,5A,30,1458,1493
117660,197,199,5A,5A,6,1493,1498
117660,197,235,5A,Teachers,13,1493,1668
117660,198,200,5A,5A,5,1495,1501
117660,199,235,5A,Teachers,20,1498,1668
117660,151,156,4A,4A,2,1538,1549
117660,151,161,4A,4A,12,1538,1815
117660,154,158,4A,4A,5,1546,1705
117660,122,135,3B,3B,53,1555,1700
117660,123,127,3B,3B,16,1558,1567
117660,52,56,2A,2A,137,1613,1628
117660,23,43,1B,1B,50,1656,1765
117660,26,47,1B,1B,2,1664,1920
117660,110,113,3A,3A,33,1800,1820
117660,115,118,3A,3A,45,1833,1859
117660,83,87,2B,2B,15,1851,1861
117680,190,207,5A,5A,29,1458,1751
117680,197,204,5A,5A,12,1493,1520
117680,156,159,4A,4A,78,1549,1730
117680,127,130,3B,3B,2,1567,1574
117680,74,85,2B,2B,35,1708,1855
117680,80,85,2B,2B,6,1739,1855
117680,81,83,2B,2B,19,1743,1851
117680,167,184,4B,4B,1,1803,1895
117680,112,115,3A,3A,9,1809,1833
117680,85,87,2B,2B,4,1855,1861
117680,64,65,2A,2A,56,1907,1911
117700,197,206,5A,5A,58,1493,1637
117700,198,235,5A,Teachers,11,1495,1668
117700,150,157,4A,4A,4,1533,1618
117700,151,157,4A,4A,14,1538,1618
117700,123,138,3B,3B,55,1558,1727
117700,132,138,3B,3B,9,1580,1727
117700,50,241,2A,Teachers,17,1606,1852
117700,157,234,4A,Teachers,13,1618,1653
117700,30,237,1B,Teachers,22,1673,1745
117700,0,1,1A,1A,4,1711,1752
117700,85,94,2B,2B,65,1855,1890
117720,201,207,5A,5A,9,1502,1751
117720,149,161,4A,4A,57,1532,1815
117720,120,133,3B,3B,37,1551,1594
117720,127,163,3B,4B,1,1567,1601
117720,133,141,3B,3B,42,1594,1744
117720,23,32,1B,1B,121,1656,1675
117720,23,45,1B,1B,91,1656,1908
117720,26,45,1B,1B,27,1664,1908
117720,30,40,1B,1B,15,1673,1696
117720,32,45,1B,1B,81,1675,1908
117720,40,41,1B,1B,6,1696,1697
117720,177,180,4B,4B,5,1857,1880
117740,143,156,4A,4A,5,1503,1549
117740,203,235,5A,Teachers,19,1516,1668
117740,150,156,4A,4A,19,1533,1549
117740,121,124,3B,3B,14,1552,1560
117740,122,136,3B,3B,14,1555,1707
117740,133,136,3B,3B,24,1594,1707
117740,50,54,2A,2A,26,1606,1617
117740,50,60,2A,2A,13,1606,1648
117740,30,41,1B,1B,9,1673,1697
117740,36,44,1B,1B,67,1684,1779
117740,135,137,3B,3B,16,1700,1712
117740,71,84,2B,2B,154,1702,1854
117740,238,109,Teachers,3A,18,1746,1795
117740,1,22,1A,1A,9,1752,1799
117740,7,11,1A,1A,100,1766,1772
117740,12,19,1A,1A,11,1774,1792
117740,111,114,3A,3A,34,1801,1822
117740,166,177,4B,4B,5,1802,1857
117760,191,194,5A,5A,13,1459,1477
117760,195,198,5A,5A,32,1479,1495
117760,195,203,5A,5A,28,1479,1516
117760,197,207,5A,5A,8,1493,1751
117760,199,203,5A,5A,12,1498,1516
117760,199,206,5A,5A,8,1498,1637
117760,203,206,5A,5A,9,1516,1637
117760,232,167,Teachers,4B,10,1521,1803
117760,146,147,4A,4A,10,1524,1525
117760,146,151,4A,4A,3,1524,1538
117760,151,159,4A,4A,5,1538,1730
117760,122,129,3B,3B,5,1555,1572
117760,124,136,3B,3B,21,1560,1707
117760,128,132,3B,3B,12,1570,1580
117760,130,137,3B,3B,24,1574,1712
117760,52,55,2A,2A,41,1613,1625
117760,54,55,2A,2A,38,1617,1625
117760,23,31,1B,1B,50,1656,1674
117760,31,45,1B,1B,25,1674,1908
117760,39,40,1B,1B,28,1695,1696
117760,136,139,3B,3B,20,1707,1731
117760,104,111,3A,3A,19,1741,1801
117760,104,114,3A,3A,9,1741,1822
117760,238,117,Teachers,3A,13,1746,1843
117760,1,6,1A,1A,6,1752,1764
117760,109,112,3A,3A,22,1795,1809
117780,142,155,4A,4A,38,1500,1548
117780,150,154,4A,4A,24,1533,1546
117780,152,155,4A,4A,6,1539,1548
117780,121,122,3B,3B,49,1552,1555
117780,121,125,3B,3B,51,1552,1562
117780,125,129,3B,3B,16,1562,1572
117780,125,134,3B,3B,19,1562,1685
117780,125,135,3B,3B,33,1562,1700
117780,129,135,3B,3B,155,1572,1700
117780,235,207,Teachers,5A,23,1668,1751
117780,30,42,1B,1B,15,1673,1698
117780,37,40,1B,1B,6,1687,1696
117780,80,86,2B,2B,11,1739,1858
117780,104,238,3A,Teachers,5,1741,1746
117780,104,106,3A,3A,30,1741,1763
117780,238,111,Teachers,3A,13,1746,1801
117780,111,117,3A,3A,27,1801,1843
117800,189,199,5A,5A,114,1457,1498
117800,124,128,3B,3B,10,1560,1570
117800,130,134,3B,3B,53,1574,1685
117800,131,141,3B,3B,1,1579,1744
117800,48,63,2A,2A,17,1603,1906
117800,50,52,2A,2A,21,1606,1613
117800,54,64,2A,2A,74,1617,1907
117800,24,39,1B,1B,86,1661,1695
117800,0,22,1A,1A,1,1711,1799
117800,97,118,3A,3A,13,1714,1859
117800,100,109,3A,3A,117,1722,1795
117800,102,103,3A,3A,48,1737,1738
117800,103,109,3A,3A,11,1738,1795
117800,238,114,Teachers,3A,13,1746,1822
117800,2,15,1A,1A,17,1757,1783
117800,2,22,1A,1A,9,1757,1799
117800,106,107,3A,3A,13,1763,1780
117800,113,115,3A,3A,106,1820,1833
117800,116,118,3A,3A,5,1838,1859
117800,116,119,3A,3A,135,1838,1909
117820,147,158,4A,4A,1,1525,1705
117820,150,234,4A,Teachers,33,1533,1653
117820,123,136,3B,3B,18,1558,1707
117820,51,54,2A,2A,1,1609,1617
117820,234,111,Teachers,3A,1,1653,1801
117820,34,45,1B,1B,58,1681,1908
117820,97,101,3A,3A,29,1714,1723
117820,99,112,3A,3A,7,1720,1809
117820,102,112,3A,3A,7,1737,1809
117820,103,119,3A,3A,40,1738,1909
117820,81,86,2B,2B,4,1743,1858
117820,6,15,1A,1A,11,1764,1783
117820,12,22,1A,1A,18,1774,1799
117840,143,159,4A,4A,57,1503,1730
117840,132,141,3B,3B,6,1580,1744
117840,233,81,Teachers,2B,10,1650,1743
117840,233,86,Teachers,2B,8,1650,1858
117840,26,28,1B,1B,41,1664,1666
117840,1,7,1A,1A,10,1752,1766
117840,1,12,1A,1A,4,1752,1774
117840,10,16,1A,1A,5,1770,1787
117840,107,115,3A,3A,86,1780,1833
117840,112,118,3A,3A,11,1809,1859
117860,208,218,5B,5B,6,1426,1441
117860,208,225,5B,5B,118,1426,1486
117860,209,213,5B,5B,25,1427,1431
117860,213,220,5B,5B,45,1431,1465
117860,213,221,5B,5B,4,1431,1471
117860,215,219,5B,5B,13,1435,1443
117860,217,227,5B,5B,4,1439,1563
117860,218,225,5B,5B,34,1441,1486
117860,219,240,5B,Teachers,10,1443,1824
117860,236,99,Teachers,3A,1,1709,1720
117860,0,7,1A,1A,1,1711,1766
117860,99,238,3A,Teachers,13,1720,1746
117860,101,119,3A,3A,5,1723,1909
117860,139,117,3B,3A,15,1731,1843
117860,102,113,3A,3A,6,1737,1820
117860,1,14,1A,1A,30,1752,1778
117860,3,18,1A,1A,44,1759,1790
117860,107,113,3A,3A,10,1780,1820
117860,175,179,4B,4B,3,1836,1866
117860,241,65,Teachers,2A,38,1852,1911
117880,209,216,5B,5B,25,1427,1437
117880,209,223,5B,5B,5,1427,1480
117880,211,226,5B,5B,180,1429,1489
117880,215,231,5B,5B,19,1435,1750
117880,216,220,5B,5B,122,1437,1465
117880,223,225,5B,5B,16,1480,1486
117880,153,160,4A,4A,64,1545,1797
117880,154,156,4A,4A,17,1546,1549
117880,120,101,3B,3A,4,1551,1723
117880,123,115,3B,3A,5,1558,1833
117880,129,113,3B,3A,2,1572,1820
117880,228,231,5B,5B,120,1578,1750
117880,131,115,3B,3A,8,1579,1833
117880,132,97,3B,3A,3,1580,1714
117880,57,241,2A,Teachers,36,1641,1852
117880,137,115,3B,3A,1,1712,1833
117880,97,115,3A,3A,14,1714,1833
117880,3,10,1A,1A,40,1759,1770
117880,181,185,4B,4B,53,1885,1910
117880,65,69,2A,2A,20,1911,1919
117900,213,217,5B,5B,10,1431,1439
117900,213,223,5B,5B,65,1431,1480
117900,190,192,5A,5A,57,1458,1461
117900,144,234,4A,Teachers,20,1504,1653
117900,124,113,3B,3A,2,1560,1820
117900,133,139,3B,3B,28,1594,1731
117900,136,117,3B,3A,5,1707,1843
117900,137,106,3B,3A,1,1712,1763
117900,6,16,1A,1A,4,1764,1787
117920,190,193,5A,5A,32,1458,1468
117920,120,131,3B,3B,32,1551,1579
117920,48,49,2A,2A,41,1603,1604
117920,33,41,1B,1B,46,1680,1697
117920,0,21,1A,1A,7,1711,1798
117920,97,104,3A,3A,4,1714,1741
117920,1,21,1A,1A,4,1752,1798
117940,144,147,4A,4A,6,1504,1525
117940,36,42,1B,1B,34,1684,1698
117940,158,162,4A,4A,9,1705,1837
117940,14,19,1A,1A,4,1778,1792
117940,15,16,1A,1A,80,1783,1787
117940,15,20,1A,1A,32,1783,1796
117940,113,119,3A,3A,4,1820,1909
117960,142,154,4A,4A,5,1500,1546
117960,144,160,4A,4A,13,1504,1797
117960,126,114,3B,3A,111,1564,1822
117960,158,161,4A,4A,2,1705,1815
117980,208,213,5B,5B,39,1426,1431
117980,214,222,5B,5B,75,1434,1475
117980,190,203,5A,5A,36,1458,1516
117980,220,223,5B,5B,198,1465,1480
117980,144,159,4A,4A,6,1504,1730
117980,147,151,4A,4A,1,1525,1538
117980,147,159,4A,4A,4,1525,1730
117980,147,161,4A,4A,2,1525,1815
117980,148,153,4A,4A,16,1528,1545
117980,153,155,4A,4A,11,1545,1548
117980,153,161,4A,4A,2,1545,1815
117980,155,234,4A,Teachers,25,1548,1653
117980,123,111,3B,3A,5,1558,1801
117980,234,158,Teachers,4A,5,1653,1705
118000,214,219,5B,5B,17,1434,1443
118000,142,153,4A,4A,23,1500,1545
118000,155,162,4A,4A,63,1548,1837
118000,174,177,4B,4B,20,1835,1857
118020,213,225,5B,5B,10,1431,1486
118020,221,240,5B,Teachers,5,1471,1824
118020,155,159,4A,4A,13,1548,1730
118020,53,63,2A,2A,20,1616,1906
118020,97,141,3A,3B,14,1714,1744
118040,190,194,5A,5A,111,1458,1477
118040,200,207,5A,5A,16,1501,1751
118040,147,148,4A,4A,13,1525,1528
118040,148,159,4A,4A,12,1528,1730
118040,104,141,3A,3B,8,1741,1744
118060,144,156,4A,4A,4,1504,1549
118060,153,156,4A,4A,3,1545,1549
118060,155,161,4A,4A,5,1548,1815
118060,156,160,4A,4A,4,1549,1797
118060,120,102,3B,3A,1,1551,1737
118060,50,56,2A,2A,18,1606,1628
118060,55,61,2A,2A,25,1625,1649
118060,55,241,2A,Teachers,49,1625,1852
118060,56,62,2A,2A,36,1628,1902
118060,5,8,1A,1A,39,1761,1767
118080,144,157,4A,4A,7,1504,1618
118080,149,159,4A,4A,5,1532,1730
118080,154,234,4A,Teachers,6,1546,1653
118080,228,230,5B,5B,16,1578,1592
118080,178,179,4B,4B,14,1865,1866
118100,214,215,5B,5B,1,1434,1435
118100,150,159,4A,4A,19,1533,1730
118100,151,152,4A,4A,5,1538,1539
118100,155,156,4A,4A,4,1548,1549
118100,155,157,4A,4A,8,1548,1618
118100,234,159,Teachers,4A,6,1653,1730
118120,188,193,5A,5A,18,1453,1468
